,PINCP
117130,True
191400,False
41946,False
16127,True
16398,False
150297,False
103502,True
146334,True
188106,True
37116,False
186259,True
162874,False
13192,False
31637,True
41229,False
100041,False
2715,False
147225,False
25333,True
102163,False
2783,False
422,False
88040,True
46241,True
3684,True
134032,False
49471,True
149462,False
60602,False
104934,True
137293,False
103647,False
128820,False
189427,True
187305,False
163758,False
58615,False
29965,False
171954,False
95398,True
5236,False
127174,True
57150,False
112617,False
181241,True
62584,True
124531,True
187934,True
127568,True
45788,False
133592,True
122180,False
163156,True
38182,False
21156,True
142102,False
194278,False
108248,True
176514,False
57514,True
65300,False
89620,False
110439,False
62129,True
65961,False
47105,True
36035,False
20110,False
84537,True
142252,True
41941,True
57229,False
107407,False
140893,True
20463,False
139986,False
88597,False
132480,False
20491,True
10034,False
5172,False
190055,True
72694,True
182478,True
4354,False
71155,False
67518,False
176161,False
160233,True
155097,False
78071,False
115258,False
177606,True
121673,True
94159,False
83340,True
37327,True
162367,False
19199,True
58853,False
26834,False
81683,False
25128,False
163322,True
124716,False
87098,True
71300,False
61783,True
9841,True
96248,False
29522,False
85665,False
169857,True
52337,True
190089,False
117605,True
169577,True
174795,True
63248,True
94754,True
76820,False
48673,True
173620,True
33702,True
103987,True
86353,False
47332,True
188663,True
85891,True
115504,True
68619,True
108415,False
102845,False
154623,True
29510,False
161513,True
155989,False
30006,False
35692,True
26427,False
63206,True
159718,True
186855,False
96036,True
98899,False
22835,True
148477,False
75243,False
155084,True
128090,False
139472,False
172441,False
12343,True
183316,False
183162,True
151288,True
95923,False
156979,True
161849,True
61456,False
48938,False
62477,False
106824,True
183834,True
79659,False
179660,True
21397,False
42236,False
110064,False
116634,True
69408,False
112387,True
148441,False
151201,False
84524,False
188531,False
98717,False
176608,True
13651,True
496,False
177439,True
151456,True
98059,False
43327,False
166930,False
89638,False
14166,True
29832,False
65504,False
157205,True
141611,True
3032,False
172182,False
135726,False
11909,False
45958,False
107545,False
69416,False
68121,False
158039,False
109203,False
24851,False
110022,False
131069,False
29483,False
109386,False
2947,False
105578,True
66886,False
9861,True
137288,False
9351,False
130503,True
167412,True
48041,False
23226,False
63751,True
10984,False
24059,False
41707,False
223,False
114843,False
153527,True
141225,False
43555,True
9,False
190495,True
147125,True
13845,True
101828,False
6948,False
41912,False
74602,False
166772,False
128209,False
189036,True
136312,True
51338,True
158365,False
82073,True
102493,False
142136,False
87710,False
25510,False
155739,True
45677,True
139657,True
67206,True
39365,False
113176,False
18605,False
166951,True
16953,False
103483,False
106873,True
29733,False
144848,False
68570,True
41358,False
34554,True
39163,False
151796,False
128725,True
20423,False
176954,True
46340,False
34929,False
120511,True
124372,False
49573,False
34161,True
142428,False
119639,True
122402,False
8853,True
47188,False
48173,True
84595,True
177067,False
85199,False
61800,True
126106,True
55139,False
79459,False
34734,False
43713,True
32378,False
140863,False
112425,False
56471,False
38865,True
63874,True
179250,False
181895,False
146784,True
104977,False
86033,False
27323,False
83487,False
135734,True
98521,True
112187,True
119661,False
105373,True
149278,True
24676,True
164160,False
174972,False
157620,False
10412,True
173126,True
42261,True
126605,False
25053,False
28052,False
42396,False
191349,True
90391,False
42282,False
139889,False
127798,True
147138,True
67891,True
165942,False
115449,False
48536,True
73734,False
129296,False
32521,True
186486,False
79839,True
55794,False
127570,False
166721,False
143787,True
89813,False
148281,True
141488,False
10086,False
194637,False
110587,True
57967,False
107922,False
2229,False
65832,True
3762,False
182575,True
38402,False
80516,True
19656,False
141676,False
81419,False
24152,False
99445,False
37335,True
74939,False
24827,True
71020,True
175825,True
84819,True
182880,True
185692,False
21780,True
97963,False
86015,False
111930,False
181852,True
21147,False
193956,True
138836,False
115498,True
173325,True
43414,True
107794,False
89890,False
130410,True
150473,False
15360,False
97497,True
176483,False
126959,True
191507,False
161817,False
94293,False
148070,True
30352,False
111287,False
133218,False
35566,False
71443,False
16567,False
21709,False
49151,True
96768,True
178478,True
49379,False
99166,True
111728,True
30770,True
84124,False
60016,False
152145,False
185912,True
116190,True
104417,False
97635,False
134685,False
37664,False
147262,False
41107,True
105917,False
46094,True
149781,True
73035,True
137522,False
81620,True
73515,True
72730,True
100804,False
135195,True
182074,False
12808,False
20310,False
32350,False
149286,True
79457,False
158073,True
37190,False
120888,False
121007,False
47856,False
56141,False
70816,False
78237,False
127800,False
79815,False
7239,True
9864,False
29183,True
151977,True
135139,False
73234,True
80487,True
13205,True
112604,True
69383,False
178073,False
181318,True
148387,True
190141,False
16385,False
158956,True
100307,True
137301,False
32697,True
169103,False
41384,False
71429,False
147279,False
68935,False
115142,False
101694,True
44906,True
162821,True
90406,False
194841,True
63268,False
49497,False
75585,True
133606,True
25156,False
188026,False
120967,True
76774,True
30963,False
172489,False
59432,True
80738,True
186941,True
118159,False
113503,True
178,False
52718,False
36169,True
61619,True
151598,False
31053,True
111988,False
100896,False
65874,True
47245,True
146632,False
135366,False
138259,False
119119,False
56912,False
189935,False
51539,True
135414,False
191123,True
88355,True
6743,True
179591,False
30069,False
191648,True
82115,False
180080,True
4414,False
40102,True
114766,False
128529,True
107098,True
12925,True
109016,False
138964,True
90901,True
33490,False
10997,False
104549,True
90719,False
144562,False
182389,False
35923,True
98161,True
73513,False
163310,False
56140,False
39675,False
103562,False
24951,True
138405,False
73869,True
96422,False
135645,False
32911,True
409,False
87977,False
118288,False
100783,False
140566,True
122551,True
180876,True
52535,False
34899,False
9414,False
160690,False
186589,False
126091,False
126894,True
148520,False
138949,True
141574,True
48503,True
12629,True
161436,True
172092,False
120978,False
82904,True
131814,False
22880,False
162182,False
145170,True
64947,True
64864,False
181583,False
194925,True
43841,True
54087,False
61246,False
19293,True
80360,False
22043,False
141620,True
180223,False
93918,True
19818,True
158371,False
178724,False
136259,False
25613,False
84249,True
188619,False
38496,False
100977,False
27164,False
120526,True
1101,False
101751,True
145678,False
68384,True
33594,False
184201,True
36423,True
183717,True
68415,False
176989,False
158427,False
167693,False
100128,False
49097,True
91008,False
116565,True
20236,False
38849,True
1751,False
164465,False
84986,True
114734,False
134255,True
73667,False
10968,False
94934,True
33352,False
122640,False
100500,True
40752,False
33579,False
181490,False
170943,True
37980,False
142898,False
4529,False
179458,True
115818,False
42512,False
147415,False
98197,False
123659,False
37962,False
157930,False
107751,False
105550,True
45954,True
153501,False
144645,True
59333,True
54691,False
186317,False
70537,False
110823,False
155421,False
97206,False
193181,False
176595,False
110792,False
50602,False
4955,False
188889,True
46567,False
41077,False
175782,True
101674,True
7034,False
100127,False
26070,True
67523,False
73466,False
75655,True
175967,False
109839,False
38078,True
14696,True
41379,True
68166,False
127979,True
163235,True
148304,False
26200,True
83478,True
3922,False
133851,True
51234,False
113862,False
41161,False
23658,True
180726,False
186933,True
160692,True
1908,False
93591,True
187666,False
170033,True
54401,False
174766,True
33371,False
142281,True
122014,False
12510,True
16424,False
120049,False
141209,False
14856,False
33693,False
73289,True
95966,False
63290,False
5207,False
10355,True
52247,False
70497,True
110035,True
64151,False
189024,False
44183,False
89820,False
107198,False
45150,True
138613,True
22097,True
7383,False
117314,False
8828,False
109863,False
22643,True
16984,False
100542,False
170154,True
16035,True
34663,True
171772,False
160712,True
68483,False
150239,True
20950,True
158435,False
62747,True
66333,False
183705,True
174513,True
570,False
130694,True
160748,False
96969,False
123491,False
61784,True
118358,True
103740,False
56563,False
155327,True
86108,True
62046,False
72452,True
16975,False
34316,False
119443,False
41610,False
18378,False
62688,True
107953,False
175424,True
47770,True
121692,True
68446,False
10451,False
167224,True
163883,False
158009,True
138654,True
24224,True
192711,False
143600,False
175704,True
35492,False
14699,True
13940,False
155703,False
160661,False
177483,False
22602,False
162770,False
116066,True
28644,False
30096,False
85795,True
49854,False
163340,False
60276,False
129607,True
153736,False
110128,False
22825,False
179200,False
79803,False
25208,False
121533,True
38649,False
39003,False
127437,True
121314,False
25680,False
133131,False
19128,False
107416,False
139249,False
158636,False
178470,True
113713,False
186189,True
106195,False
165968,True
26611,False
71045,True
33191,True
192002,True
110546,True
181485,True
118433,True
103876,True
61508,False
84365,True
90382,False
48530,False
50245,False
62753,False
151550,True
115076,False
124350,False
72185,True
91545,True
121825,True
189610,False
190700,False
33698,False
161053,True
110780,False
88316,True
107996,True
74360,True
80567,True
157085,False
169383,True
136206,True
62782,True
161040,False
118184,True
147123,False
142822,False
7179,False
151536,False
159877,False
172596,True
43668,False
168433,True
140985,True
173623,True
110187,False
129508,True
167069,True
159214,False
50770,True
134419,False
50926,False
28737,True
35540,True
188455,True
71831,False
156759,False
72467,False
88270,True
20257,False
189537,False
49447,False
90466,True
112628,True
70392,False
32498,False
40732,False
38677,True
70139,False
79942,True
136003,True
164416,False
1040,False
93781,False
171214,True
153706,True
55508,True
146539,False
162746,True
178026,True
90488,False
12959,True
12270,False
129204,True
90033,False
80704,False
95463,False
195086,False
95285,False
175823,False
179113,False
76409,False
157715,False
118059,True
29701,True
139035,True
74121,True
138816,True
17450,False
181369,False
5772,True
98714,True
183689,False
130745,False
56966,True
147782,True
165964,False
55567,False
93758,False
14089,False
25299,False
14688,False
186785,True
136572,False
158572,True
157615,True
140364,True
43465,False
36976,False
50549,True
165720,False
189215,False
148170,False
118676,False
158227,False
45439,True
146675,False
66504,False
140633,False
75789,True
96520,False
9403,False
147819,True
183656,False
84131,False
19919,True
124142,False
141289,True
174793,False
111847,True
35619,False
26726,False
148238,True
65911,False
161307,True
141058,False
138107,True
124755,True
134585,False
192109,False
13681,False
42596,True
149062,False
19832,True
189770,True
192165,False
21990,True
82900,True
139101,False
181698,False
110344,False
118060,True
154644,False
107470,True
79089,False
105730,False
141168,False
130852,True
26682,True
137675,False
101965,False
11713,False
10256,True
84785,False
16948,False
89228,True
110301,True
188795,True
141005,True
35370,False
153612,False
138018,True
4759,False
85121,False
70023,False
33108,False
15811,False
48102,True
176827,False
169998,True
129467,False
82709,False
148635,False
153145,False
174017,False
69990,False
192358,False
38987,True
74724,True
161904,False
53711,True
612,False
136022,False
63731,False
15536,False
99938,False
130316,False
24278,True
400,False
14666,True
55289,False
73743,True
116272,False
121319,False
26628,False
86590,True
82523,False
176780,False
72804,False
20547,False
124308,False
135245,True
180553,False
6785,False
7299,False
41990,False
79486,False
82040,False
68389,False
194029,True
101467,False
47944,True
83583,True
108777,True
74458,False
66955,False
105518,True
119531,False
159878,False
53327,True
166590,True
34774,False
181596,False
69502,False
58912,False
95901,False
102213,False
193766,False
185484,False
130593,False
93200,True
63157,True
159312,False
79040,True
27886,False
71255,True
9974,True
79060,True
36024,False
12382,False
29503,False
44821,False
135661,True
60782,True
47101,False
4799,False
73529,True
181574,False
60995,True
59675,False
133684,True
39076,False
102861,False
172416,True
80123,False
137765,True
134155,True
98076,True
172250,True
135239,False
91739,False
171779,False
129212,False
8955,True
29811,False
68892,True
79137,True
91713,False
111542,False
133099,True
191420,False
126253,True
135670,False
33997,False
186531,False
127858,True
110072,True
54717,False
83085,True
99599,True
58834,True
140686,False
33349,False
182921,True
147334,True
119354,True
20544,False
155033,False
14413,False
51088,False
142275,False
55644,True
151252,True
7168,False
113581,False
134797,False
163472,True
113316,True
162629,True
184113,False
143168,False
93123,True
166650,False
79634,False
118847,False
128775,False
46665,False
14399,False
111609,False
31660,False
54753,True
38222,False
71080,True
7985,True
35407,True
90697,False
86324,False
87570,True
116428,True
128290,True
173723,False
123046,False
154630,False
190337,False
125765,False
135311,True
100118,False
91521,True
189386,True
45905,True
37619,True
16976,False
140208,False
36449,False
47973,False
63865,False
17368,False
155488,True
24694,False
57400,False
109017,False
79338,False
69953,True
162173,True
17475,False
117578,True
110458,True
25244,False
90592,True
87957,False
51832,True
2813,False
195280,False
52745,True
45584,True
157693,True
108988,True
2397,False
133816,True
100955,False
43149,False
103390,True
70807,False
55872,False
12357,True
101632,True
3450,False
45519,True
53049,False
89112,False
68860,True
172542,True
142491,True
178092,True
136595,False
81429,True
70432,True
109599,False
187798,True
86936,False
8923,False
160924,True
118528,False
63563,False
105353,True
89738,True
61817,False
176274,False
27997,False
49343,False
43525,False
13707,False
54818,True
147353,False
184877,True
113606,True
104609,True
48229,False
26160,False
2534,False
121054,True
70723,True
180803,False
136786,True
127028,False
129887,False
138193,True
20361,True
49666,False
82046,False
32368,False
41724,False
132351,False
64148,False
7606,True
18454,False
152924,False
118626,False
44269,True
80208,False
118608,False
139369,False
71219,True
40498,True
180471,False
12895,False
64389,False
177712,False
117076,False
195155,True
182385,True
9493,False
100291,True
125184,True
8368,False
23245,True
83891,True
145779,False
123874,False
96100,False
86677,True
77316,False
60623,False
144982,True
14574,False
12392,False
147067,False
61538,False
135390,True
176582,True
65123,False
131990,True
89392,True
142306,False
34187,True
71546,False
87378,True
86045,False
62153,True
127950,True
89014,False
128766,True
61366,False
45254,False
154505,True
163054,False
22671,True
97834,True
78103,True
53579,True
89078,True
182558,True
107676,False
150418,False
108935,False
107931,False
90655,False
141924,True
39549,False
40941,True
164396,True
188008,True
38289,True
159508,False
152104,True
137279,False
79455,False
42865,False
128384,True
182722,True
14495,True
47202,True
47265,True
99170,False
38628,True
53749,True
3022,False
87273,True
78787,True
46989,False
90330,False
148722,False
176745,False
14040,True
24155,True
109082,True
141103,False
26933,True
190511,False
108409,True
90168,True
167234,False
71987,True
105780,False
169030,True
23081,False
94876,True
186616,False
107392,True
147197,False
194689,True
21050,False
16840,False
100601,True
161793,True
186734,True
32888,False
137492,False
185017,False
152457,True
24290,False
83349,False
170410,False
161500,False
23812,False
193005,True
96269,False
45801,False
119014,False
183518,False
138993,False
169262,False
92437,False
135731,True
54971,False
134054,True
128749,False
159266,True
190459,False
133801,False
124542,True
99048,False
127315,True
170045,True
125024,True
175377,False
138313,True
168768,True
160859,True
157358,True
151326,False
50800,True
122162,False
78481,False
116509,False
23385,False
35735,False
123923,True
126118,True
3963,False
190305,True
149928,False
124365,True
30309,True
76331,False
4541,False
184992,False
62151,True
135692,True
14493,False
55797,False
148594,True
58796,True
93923,False
20455,False
83007,True
156543,False
64674,False
189102,False
135600,True
52598,True
152433,True
155538,True
25531,True
75195,False
4854,False
120994,False
10050,False
125393,True
150703,True
157741,True
98201,False
106964,True
169739,False
38468,False
85973,False
133350,False
100772,False
183445,False
77850,True
129816,False
164296,True
18091,False
26740,True
166821,True
92619,False
167531,True
177042,True
140205,False
69974,False
73828,False
35484,True
78518,True
103734,True
39530,True
30529,True
89555,True
80506,False
124146,False
46805,True
9478,True
58836,False
77282,False
123478,False
190732,False
153771,True
52708,False
97977,False
177998,False
114640,False
166625,True
166971,False
99414,False
143665,True
25956,True
18220,False
76544,False
145662,False
56736,False
167940,True
183335,False
78002,False
123404,True
127197,False
155278,True
81764,False
97433,False
156824,True
169678,False
66164,False
115889,False
3,False
115054,False
155620,True
37439,False
66360,False
62143,True
87254,False
82223,True
80673,False
64551,False
438,False
186351,False
24052,False
137588,True
123605,False
50463,True
77246,True
175094,True
149215,True
180944,False
116820,True
147192,True
171996,False
186031,True
157370,True
11400,True
105932,False
106469,True
86399,False
83408,False
62909,False
9388,False
15319,False
6883,False
173397,True
151269,False
153787,True
12515,False
148731,True
74419,True
131088,False
195196,False
49893,False
70101,False
101121,False
122612,False
13923,False
174605,False
167529,False
57559,True
161249,True
13936,False
894,False
168950,False
179326,False
89512,True
174727,False
165382,False
39331,False
17123,False
165394,False
49878,False
4658,False
177453,False
82663,True
149918,True
175569,True
91608,False
59946,True
69196,False
18180,True
84182,False
123739,False
67305,True
124176,False
58067,True
17211,False
172355,False
128783,True
107088,True
182350,False
9854,False
135078,False
100089,True
137206,False
19422,True
72169,False
77418,True
48323,False
118487,True
37018,False
169223,False
3917,False
143813,False
57512,False
169671,False
99989,False
69962,True
72239,False
68133,False
171382,True
72170,True
41172,True
10980,True
28151,True
43043,True
29645,True
72906,False
139964,False
26315,False
136623,False
43385,True
138558,False
162252,True
87000,False
75704,False
12586,False
162802,True
96563,True
149964,True
61072,False
41660,False
87392,False
38958,False
66386,False
184301,True
67933,True
8220,False
30410,False
50521,False
31200,False
33179,False
192796,True
133043,False
133620,True
73525,False
69588,False
182568,True
33041,True
163898,True
179012,True
187450,True
126560,False
46697,False
71308,False
17859,False
73691,False
7504,False
13710,False
15817,True
126074,True
179294,False
121027,False
139774,False
135337,True
148842,False
187814,True
86786,False
115187,True
40599,True
143616,False
150378,True
128166,True
105664,False
76226,True
75521,True
134839,True
32018,False
158978,False
137800,False
68186,True
46487,False
30512,True
161867,False
192230,False
176159,False
16252,True
67858,False
6585,False
75451,True
74636,True
70604,True
38887,False
127344,True
4760,False
29127,True
83626,True
54072,False
42390,False
148123,True
113841,True
169490,False
138982,False
46957,False
140986,False
69519,True
17048,True
176448,False
54594,False
29066,True
168646,False
15456,True
61380,False
4325,False
100310,True
16790,False
3496,False
54525,True
131042,False
135304,False
145627,False
104307,True
93896,False
187421,True
71465,False
155024,False
165423,True
143578,False
8266,True
32390,False
35275,False
166893,False
82679,True
55566,False
176885,True
131517,False
4127,False
128236,False
59722,False
184518,True
106109,False
72945,False
175769,False
129969,False
191176,True
104707,False
53122,False
185567,False
118203,False
10804,True
174491,False
32398,False
20381,True
96755,True
89818,False
14662,True
43390,True
95713,False
41530,True
59450,True
179039,False
26223,False
95856,True
21399,False
14501,False
42431,True
159345,True
145967,True
39660,True
80283,True
93959,True
120233,True
88199,False
130259,False
92799,False
124043,False
108199,False
5021,False
108050,True
73613,False
44318,True
41173,False
92679,False
14068,False
116932,True
144104,False
59201,False
153181,False
193816,True
86433,True
172899,False
168066,True
94901,False
123658,False
181341,True
108311,False
12259,False
143439,True
95160,True
25562,False
163708,False
169210,False
26507,False
54613,False
149989,True
59382,False
25026,False
739,False
82180,False
96328,True
193213,False
100550,False
6644,False
149554,True
77163,False
43403,False
167084,False
138756,False
22222,True
122564,False
118252,False
119606,False
52886,False
117471,False
115716,False
33401,False
168218,False
77119,False
186664,True
188491,True
169224,True
177567,False
16282,False
72516,True
30179,False
79805,True
129853,False
151320,True
10845,True
87708,True
161510,True
4072,False
82786,True
103909,False
29435,False
68016,False
41065,True
133361,False
22918,False
46861,False
62569,False
28212,False
111571,False
194896,False
147021,True
156524,False
95438,False
44886,False
173474,False
138382,False
156969,True
81058,False
18310,True
80000,True
159798,True
42093,False
138888,False
130308,False
22829,False
29839,True
82144,False
74184,False
135800,True
59575,False
94619,False
52728,True
149535,True
153822,False
131569,True
24687,True
15315,False
13137,True
92874,False
24335,True
49902,True
86755,False
128358,True
46142,False
142562,False
181229,False
168475,True
130174,True
139061,False
186552,False
162851,True
180147,False
43241,True
127392,True
24479,False
41323,True
95284,False
65826,True
39303,True
152922,True
27552,False
146350,False
37946,True
100400,False
90975,False
13351,False
53913,True
30882,True
20295,True
165224,False
166040,True
135821,True
41057,True
107617,False
122622,False
142739,True
12298,True
161875,True
41971,False
102000,True
81659,True
107726,False
84292,False
179120,True
120411,True
118310,True
21,False
109560,True
101340,False
125065,False
138985,True
80657,True
122223,False
185994,False
157961,False
53344,True
130008,True
80857,False
95392,False
48698,False
38686,False
167996,True
83143,True
154833,False
123173,False
57342,True
57713,False
17282,False
36639,False
187070,True
118753,False
39506,True
57079,False
127688,False
148481,False
65746,False
77771,True
41249,True
61803,False
33769,True
36732,True
193430,False
135874,True
39601,True
54914,False
37052,True
187826,False
116717,False
125032,False
165357,False
52340,True
50250,True
101981,True
90578,False
592,False
81095,True
97554,False
131474,False
19885,False
133657,False
180712,True
139213,False
35740,True
159404,False
35523,False
169407,False
116895,False
83770,False
353,False
155274,True
140807,False
195504,False
64899,False
49107,True
67843,True
9639,False
119567,False
83474,True
131347,True
5502,False
16746,False
156213,True
45612,False
148375,True
12135,False
42433,False
147379,True
148595,False
104507,True
154745,False
116923,False
146015,True
159082,False
105608,True
85058,False
57402,False
64195,False
2345,False
91702,True
71594,True
17707,False
169929,True
171910,True
50260,True
27982,False
27909,True
8502,False
40337,True
145896,True
121171,False
113501,False
80029,False
109227,False
70780,False
83317,False
19014,False
76722,False
89947,True
190821,False
89722,True
130552,False
84884,False
169659,False
99541,False
27035,False
133849,False
7068,False
72803,True
35894,False
145906,True
138322,False
84261,False
12173,False
85711,True
109852,False
133381,True
46779,True
80153,False
135558,True
13820,False
64351,False
41784,True
24021,False
157112,False
147794,False
169885,False
77016,False
140690,False
136339,False
17987,True
62363,False
172123,False
145851,True
120519,False
105743,False
10373,True
138696,False
94947,False
49657,True
64323,False
26938,True
14832,False
21113,False
132178,False
183307,False
89872,False
132725,False
61816,False
49094,True
46141,False
58295,True
6838,True
53515,True
91077,False
158161,False
156587,False
106772,True
41687,False
51129,True
143284,False
78139,True
123035,False
91607,True
170007,False
11255,False
143533,True
78054,False
80346,True
177607,False
35337,True
1115,False
183077,True
159618,False
143303,False
109959,True
168120,False
141968,True
22913,False
115398,True
143880,False
71569,True
101775,False
190502,False
194554,True
93232,False
137894,False
144363,False
103387,True
91787,False
8877,True
10364,False
1881,False
103110,True
95375,False
175992,False
151603,True
173239,True
159688,False
104575,False
77668,False
169930,False
175585,True
134955,False
74752,False
15532,False
29229,True
191092,False
108928,False
81470,True
107647,True
51368,True
66873,False
60908,False
119479,True
162537,True
28106,False
163616,True
163531,False
171959,False
54763,False
133175,True
13014,True
97175,False
106690,False
128122,True
159277,False
141296,True
169499,False
149576,False
19812,True
153788,True
98941,False
122421,False
139218,False
51054,True
184447,True
163386,False
28141,False
19938,False
185454,True
47909,True
42385,True
62641,True
62510,False
20715,True
167600,True
154963,False
70418,False
102804,False
185826,True
107237,False
176121,False
66729,True
182689,False
123228,False
120675,True
12779,True
170181,False
54720,True
57668,False
185248,False
149121,False
122266,False
174302,True
80690,False
101865,False
191994,False
74996,False
155693,False
165289,True
149132,False
153875,True
157585,False
110108,True
61658,True
51750,False
122713,False
166462,False
95039,False
83549,False
17060,True
187446,True
128475,True
82918,False
159470,False
149628,True
122565,False
103344,True
98415,False
122075,False
11052,False
73946,True
141363,False
46311,False
120961,False
18531,False
2105,False
121726,True
77391,True
9474,True
147779,True
70451,False
141737,False
43254,False
100740,True
149190,False
94387,False
163935,False
64954,True
109568,False
62880,False
146712,False
184188,True
105217,False
91430,False
186995,False
153464,False
178787,True
77332,True
7650,False
89897,False
183730,True
158984,True
136871,False
4910,False
191448,True
7856,False
84415,True
192912,False
98338,False
81997,True
3841,False
51784,True
33600,True
148069,False
33058,False
74872,False
26687,False
188320,False
72752,False
16938,False
135656,True
89775,False
36897,False
124704,False
108797,False
193765,False
154768,False
193541,True
42562,False
10257,False
183378,False
176671,True
59761,False
73333,True
113778,False
130129,True
154139,False
154810,False
76280,True
17944,True
168532,True
70829,False
14801,False
165430,True
2508,False
17229,False
103918,False
135323,False
44002,True
7991,False
192734,True
72784,False
149351,True
58786,True
63021,True
110370,False
75366,True
22674,True
187044,False
182319,False
191728,True
21791,False
12729,False
48375,False
50613,False
195541,False
63272,True
141966,True
39386,True
154922,False
151404,False
22660,False
192966,True
193421,True
64172,False
3206,False
83091,False
14380,True
846,True
125405,True
52017,False
128149,True
154237,True
57764,True
112734,True
175826,False
131101,False
167178,False
138633,True
131768,False
91493,False
159667,True
156096,True
107596,True
164876,False
188340,False
191081,True
27880,False
116507,False
17552,False
136923,True
131291,True
67221,True
182261,False
101229,False
47317,False
156142,True
98369,True
96486,True
25522,True
5388,True
149036,True
125316,False
194754,True
160512,False
70746,True
36654,True
24523,True
60478,False
86821,True
56201,True
103152,True
4958,True
22028,True
24474,False
143186,True
11926,False
109817,False
12384,True
30642,False
37566,False
142036,True
29081,False
167254,False
140613,True
180965,False
173176,True
3908,False
178773,True
45751,False
155700,True
59435,False
108484,False
172989,True
91175,True
74707,True
82781,False
127588,False
85508,True
103822,False
86763,False
32042,False
80598,False
168139,True
123684,True
8969,False
112300,False
177497,True
134900,True
26217,True
73911,False
192321,True
148214,False
100999,False
125991,True
112265,False
118215,False
192483,False
69264,False
146284,True
121304,False
184454,True
116712,False
172806,False
44574,False
32862,False
166572,True
72152,True
46443,False
191207,False
48825,True
52688,False
179993,True
92225,False
151289,True
149932,True
10243,False
168593,False
68062,True
6238,False
153998,True
14429,False
33420,False
180445,False
101627,True
67604,False
164759,True
107040,True
25736,False
162168,False
158506,False
67349,False
194673,True
47712,True
145526,True
35503,True
75165,False
12144,False
14030,False
86156,False
131810,False
121787,False
134212,True
144995,False
157062,False
95989,False
57263,True
147411,False
1125,False
132556,True
174343,True
156492,False
29438,True
30670,True
193621,True
180221,False
138844,True
191480,False
168192,False
143415,False
180623,False
94296,False
134042,False
159974,False
173977,True
134881,False
110994,True
108583,False
87067,False
66152,True
10175,True
188372,True
21136,False
176100,False
62550,False
67346,True
132771,True
87431,False
145899,False
159642,False
33913,False
75829,False
67708,True
168549,False
87714,False
74394,True
49921,False
138571,False
192691,False
68321,False
46373,True
62092,False
120887,True
113808,False
23343,True
152227,True
109484,True
113833,True
50384,False
173731,False
125426,False
511,False
29333,False
81174,False
182091,True
183451,False
144793,False
130648,True
178369,True
185911,False
23483,True
100597,True
131090,True
182810,False
101281,False
172313,True
29387,False
48454,False
186027,True
28209,True
127476,True
68688,True
66984,False
110801,False
32357,False
32199,True
19869,True
117229,False
119777,False
73634,False
119542,False
81671,False
185534,True
6602,True
120025,False
72771,False
175340,False
48157,True
95617,False
88445,False
36632,True
63950,False
71235,True
57650,True
158476,False
169254,False
82096,False
158232,False
57518,False
817,False
8260,True
95783,False
120347,True
108337,False
141952,True
158916,False
55152,False
84934,False
149391,True
10569,True
4963,False
99195,False
1225,False
94327,False
18880,False
69170,False
165751,False
139846,False
38064,True
105040,False
92490,True
31238,False
124652,True
63573,True
81386,True
107269,True
108439,False
182077,False
29842,False
8087,False
55307,False
145495,False
97953,False
173226,False
167672,False
93836,True
133443,False
115351,False
58190,True
53815,True
62513,False
91048,False
52062,True
41529,True
40909,False
159400,True
138502,True
19613,True
23308,True
111267,False
76495,True
189687,True
6069,False
160205,False
41176,False
113092,False
12807,True
15783,True
12190,False
86854,True
140304,True
40441,False
161806,True
15256,True
141378,False
153574,True
4270,False
128900,True
147042,False
163759,False
77087,False
112966,False
77889,False
129531,False
181589,True
27691,False
82252,False
102308,False
120186,False
69367,False
79180,True
51466,False
119706,True
173945,False
82183,False
23647,False
3263,False
67883,False
139393,True
90609,False
111834,False
1422,False
97108,False
159734,False
42098,False
193822,True
59185,True
92996,False
2774,False
23655,True
169170,False
180059,True
123727,True
169360,True
12610,True
11508,False
1842,False
65805,True
155074,False
22096,True
46539,True
130073,True
125677,True
182278,False
46160,False
162207,False
141259,False
145629,False
80042,False
26224,True
189397,False
149311,False
64029,True
90289,False
59422,False
64089,False
61933,True
10928,False
123291,False
9466,True
174939,False
19088,False
30690,False
139371,False
164606,True
149553,False
116364,False
169106,True
96438,True
128581,True
123434,True
114180,False
21360,True
190373,True
8168,False
178531,False
45063,True
166991,True
14437,False
21568,False
190269,False
132779,False
78070,False
126768,True
63111,True
128130,False
126970,False
90831,False
191534,False
55021,False
78713,False
67230,True
49083,True
100050,False
25327,False
107708,False
104773,True
65668,True
107415,False
77306,True
45621,True
19388,False
183559,False
45291,False
152531,False
73274,True
166089,False
129445,False
156046,False
5518,False
180761,False
29466,False
130042,True
185629,False
48624,False
53827,True
333,False
94425,True
44518,True
28711,False
112839,True
38566,False
5356,False
61478,True
194221,False
76244,True
151019,True
60247,True
184793,False
106628,True
144577,True
180560,False
173223,True
177337,False
168818,False
25582,True
77414,True
49043,False
30366,False
76194,False
38353,True
151480,True
59755,True
163615,False
32009,False
208,False
127362,False
84469,True
68387,True
35133,False
171656,True
175229,True
105891,False
191407,False
155932,True
39672,True
59591,False
116281,True
17536,False
92502,False
174469,True
108950,False
37263,False
59348,True
136037,True
126406,False
57047,False
115348,False
67755,True
101137,False
185910,False
138398,False
99238,False
119408,False
171758,False
129960,True
131539,False
